{'gps_lat': 37276000000000.0, 'gps_spd': 10.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 1024000.0, 'time': 1485996576558.0, 'current_1': 37900.0, 'flight_mode': 0.0, 'mag_z': -10.5, 'mag_y': 9.8, 'mag_x': 75.9, 'current_2': 100.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 10.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996577399.0, 'current_1': 21000.0, 'flight_mode': 0.0, 'mag_z': -10.8, 'mag_y': 9.8, 'mag_x': 75.5, 'current_2': 2200.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 10.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996577475.0, 'current_1': 20300.0, 'flight_mode': 0.0, 'mag_z': -11.0, 'mag_y': 9.600000000000001, 'mag_x': 75.7, 'current_2': 2200.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 0.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996577552.0, 'current_1': 20800.0, 'flight_mode': 0.0, 'mag_z': -11.0, 'mag_y': 9.700000000000001, 'mag_x': 75.4, 'current_2': 2200.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 0.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996577628.0, 'current_1': 18600.0, 'flight_mode': 0.0, 'mag_z': -11.100000000000001, 'mag_y': 9.4, 'mag_x': 75.7, 'current_2': 2300.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 0.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996577705.0, 'current_1': 21700.0, 'flight_mode': 0.0, 'mag_z': -10.700000000000001, 'mag_y': 9.8, 'mag_x': 75.4, 'current_2': 2100.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 0.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996577781.0, 'current_1': 20800.0, 'flight_mode': 0.0, 'mag_z': -11.100000000000001, 'mag_y': 9.8, 'mag_x': 75.4, 'current_2': 2200.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 0.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996577857.0, 'current_1': 21500.0, 'flight_mode': 0.0, 'mag_z': -10.9, 'mag_y': 9.700000000000001, 'mag_x': 75.5, 'current_2': 1600.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 0.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996577934.0, 'current_1': 21800.0, 'flight_mode': 0.0, 'mag_z': -11.3, 'mag_y': 9.5, 'mag_x': 75.5, 'current_2': 1900.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 0.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996578010.0, 'current_1': 20500.0, 'flight_mode': 0.0, 'mag_z': -11.3, 'mag_y': 9.8, 'mag_x': 75.60000000000001, 'current_2': 2000.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 0.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996578086.0, 'current_1': 18000.0, 'flight_mode': 0.0, 'mag_z': -10.700000000000001, 'mag_y': 9.600000000000001, 'mag_x': 76.10000000000001, 'current_2': 2000.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 0.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996578163.0, 'current_1': 18300.0, 'flight_mode': 0.0, 'mag_z': -10.700000000000001, 'mag_y': 9.8, 'mag_x': 75.3, 'current_2': 2000.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 0.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996578239.0, 'current_1': 19100.0, 'flight_mode': 0.0, 'mag_z': -11.0, 'mag_y': 9.200000000000001, 'mag_x': 75.10000000000001, 'current_2': 2000.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 10.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996578316.0, 'current_1': 21700.0, 'flight_mode': 0.0, 'mag_z': -11.0, 'mag_y': 9.600000000000001, 'mag_x': 75.5, 'current_2': 1800.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 10.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996578392.0, 'current_1': 22600.0, 'flight_mode': 0.0, 'mag_z': -11.0, 'mag_y': 9.5, 'mag_x': 75.5, 'current_2': 1500.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 10.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996578469.0, 'current_1': 22600.0, 'flight_mode': 0.0, 'mag_z': -11.100000000000001, 'mag_y': 9.700000000000001, 'mag_x': 75.5, 'current_2': 1600.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 10.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996578545.0, 'current_1': 23100.0, 'flight_mode': 0.0, 'mag_z': -10.8, 'mag_y': 9.9, 'mag_x': 75.10000000000001, 'current_2': 1600.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 10.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996578622.0, 'current_1': 21700.0, 'flight_mode': 0.0, 'mag_z': -11.100000000000001, 'mag_y': 9.600000000000001, 'mag_x': 75.3, 'current_2': 1900.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 10.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996578698.0, 'current_1': 20600.0, 'flight_mode': 0.0, 'mag_z': -10.9, 'mag_y': 9.3, 'mag_x': 75.5, 'current_2': 1800.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 10.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996578774.0, 'current_1': 20400.0, 'flight_mode': 0.0, 'mag_z': -11.100000000000001, 'mag_y': 9.700000000000001, 'mag_x': 75.7, 'current_2': 2000.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 10.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996578850.0, 'current_1': 13300.0, 'flight_mode': 0.0, 'mag_z': -10.9, 'mag_y': 9.600000000000001, 'mag_x': 75.4, 'current_2': 2100.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 10.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996578927.0, 'current_1': 20000.0, 'flight_mode': 0.0, 'mag_z': -11.100000000000001, 'mag_y': 9.600000000000001, 'mag_x': 75.60000000000001, 'current_2': 1600.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 10.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996579003.0, 'current_1': 21000.0, 'flight_mode': 0.0, 'mag_z': -10.9, 'mag_y': 9.600000000000001, 'mag_x': 75.8, 'current_2': 2000.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 10.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996579079.0, 'current_1': 22100.0, 'flight_mode': 0.0, 'mag_z': -11.3, 'mag_y': 9.600000000000001, 'mag_x': 75.60000000000001, 'current_2': 2000.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 10.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996579156.0, 'current_1': 18900.0, 'flight_mode': 0.0, 'mag_z': -11.100000000000001, 'mag_y': 9.700000000000001, 'mag_x': 75.7, 'current_2': 2000.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 10.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996579232.0, 'current_1': 20900.0, 'flight_mode': 0.0, 'mag_z': -11.0, 'mag_y': 9.5, 'mag_x': 75.60000000000001, 'current_2': 2000.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 20.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996579310.0, 'current_1': 20300.0, 'flight_mode': 0.0, 'mag_z': -10.9, 'mag_y': 9.200000000000001, 'mag_x': 75.3, 'current_2': 2000.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 20.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996579387.0, 'current_1': 21200.0, 'flight_mode': 0.0, 'mag_z': -10.5, 'mag_y': 9.9, 'mag_x': 75.4, 'current_2': 2300.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 20.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996579463.0, 'current_1': 20400.0, 'flight_mode': 0.0, 'mag_z': -10.9, 'mag_y': 9.700000000000001, 'mag_x': 75.8, 'current_2': 2200.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 20.0, 'temp': 169000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996579539.0, 'current_1': 21600.0, 'flight_mode': 0.0, 'mag_z': -10.700000000000001, 'mag_y': 9.5, 'mag_x': 75.4, 'current_2': 2200.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 20.0, 'temp': 168000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996579616.0, 'current_1': 20800.0, 'flight_mode': 0.0, 'mag_z': -10.9, 'mag_y': 9.3, 'mag_x': 75.60000000000001, 'current_2': 2200.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 20.0, 'temp': 168000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996579692.0, 'current_1': 21900.0, 'flight_mode': 0.0, 'mag_z': -10.8, 'mag_y': 9.3, 'mag_x': 75.7, 'current_2': 2200.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 20.0, 'temp': 168000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996579768.0, 'current_1': 19200.0, 'flight_mode': 0.0, 'mag_z': -10.8, 'mag_y': 9.700000000000001, 'mag_x': 75.9, 'current_2': 1800.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 20.0, 'temp': 168000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996579845.0, 'current_1': 21600.0, 'flight_mode': 0.0, 'mag_z': -11.0, 'mag_y': 10.100000000000001, 'mag_x': 75.3, 'current_2': 1900.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 20.0, 'temp': 168000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996579921.0, 'current_1': 21300.0, 'flight_mode': 0.0, 'mag_z': -11.3, 'mag_y': 9.700000000000001, 'mag_x': 75.3, 'current_2': 2000.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 20.0, 'temp': 168000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996579997.0, 'current_1': 20000.0, 'flight_mode': 0.0, 'mag_z': -11.0, 'mag_y': 9.600000000000001, 'mag_x': 75.8, 'current_2': 2300.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 20.0, 'temp': 168000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996580074.0, 'current_1': 19600.0, 'flight_mode': 0.0, 'mag_z': -10.8, 'mag_y': 9.700000000000001, 'mag_x': 75.4, 'current_2': 2200.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 20.0, 'temp': 168000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996580150.0, 'current_1': 21300.0, 'flight_mode': 0.0, 'mag_z': -10.9, 'mag_y': 9.5, 'mag_x': 75.7, 'current_2': 2100.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 20.0, 'temp': 168000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996580226.0, 'current_1': 21500.0, 'flight_mode': 0.0, 'mag_z': -11.100000000000001, 'mag_y': 9.4, 'mag_x': 75.5, 'current_2': 2100.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 20.0, 'temp': 168000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996580303.0, 'current_1': 20400.0, 'flight_mode': 0.0, 'mag_z': -11.0, 'mag_y': 9.4, 'mag_x': 75.8, 'current_2': 2100.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 0.0, 'temp': 168000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996580380.0, 'current_1': 21000.0, 'flight_mode': 0.0, 'mag_z': -10.8, 'mag_y': 9.9, 'mag_x': 75.5, 'current_2': 2100.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 0.0, 'temp': 168000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996580457.0, 'current_1': 21900.0, 'flight_mode': 0.0, 'mag_z': -10.700000000000001, 'mag_y': 10.100000000000001, 'mag_x': 75.60000000000001, 'current_2': 2100.0}
{'gps_lat': 37276000000000.0, 'gps_spd': 0.0, 'temp': 168000.0, 'gps_lon': -121827000000000.0, 'gps_alt': 8350.0, 'squib_deployed': 0.0, 'a_z': 100.0, 'a_y': 0.0, 'a_x': 0.0, 'volt_b1': 3456000.0, 'pressure': 1004.4000000000001, 'volt_b2': 896000.0, 'time': 1485996580533.0, 'current_1': 20500.0, 'flight_mode': 0.0, 'mag_z': -10.700000000000001, 'mag_y': 9.5, 'mag_x': 75.3, 'current_2': 2100.0}
